booking_id,propeHRTy_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jul092214262HRT319,14262,05/07/22,09/07/22,13/07/22,2,HRT3,others,,Checked Out,18000,18000
Jul092214262HRT320,14262,19/06/22,09/07/22,11/07/22,2,HRT3,Makeyourtrip,,Checked Out,18000,18000
Jul092214262HRT321,14262,07/07/22,09/07/22,15/07/22,2,HRT3,others,,Cancelled,18000,7200
Jul092214262HRT322,14262,07/07/22,09/07/22,11/07/22,1,HRT3,Makeyourtrip,,Checked Out,18000,18000
Jul092214262HRT323,14262,02/07/22,09/07/22,11/07/22,2,HRT3,direct offline,,Checked Out,18000,18000
Jul092214262HRT324,14262,07/07/22,09/07/22,15/07/22,2,HRT3,Booker,4,Checked Out,18000,18000
Jul092214262HRT325,14262,06/07/22,09/07/22,11/07/22,2,HRT3,Makeyourtrip,5,Checked Out,18000,18000
Jul092214262HRT326,14262,02/07/22,09/07/22,10/07/22,3,HRT3,others,,No Show,19800,19800
Jul092214262HRT327,14262,03/07/22,09/07/22,10/07/22,2,HRT3,others,5,Checked Out,18000,18000
Jul092214262HRT328,14262,04/07/22,09/07/22,14/07/22,2,HRT3,Travelex,,Checked Out,18000,18000
Jul092214262HRT41,14262,02/07/22,09/07/22,15/07/22,2,HRT4,Travelex,,Checked Out,28500,28500
Jul092214262HRT42,14262,04/07/22,09/07/22,10/07/22,1,HRT4,others,5,Checked Out,28500,28500
Jul092214262HRT43,14262,07/07/22,09/07/22,10/07/22,2,HRT4,Travelex,,Checked Out,28500,28500
Jul092214262HRT44,14262,19/06/22,09/07/22,10/07/22,3,HRT4,others,,Cancelled,31350,12540
Jul092214262HRT45,14262,07/07/22,09/07/22,10/07/22,2,HRT4,others,4,Checked Out,28500,28500
Jul092214262HRT46,14262,07/07/22,09/07/22,15/07/22,2,HRT4,Makeyourtrip,,Checked Out,28500,28500
Jul092214262HRT47,14262,06/07/22,09/07/22,10/07/22,2,HRT4,direct online,5,Checked Out,28500,28500
Jul092214262HRT48,14262,08/07/22,09/07/22,11/07/22,6,HRT4,others,,Cancelled,39900,15960
Jul092214262HRT49,14262,08/07/22,09/07/22,15/07/22,2,HRT4,others,,Checked Out,28500,28500
Jul092214262HRT410,14262,05/07/22,09/07/22,10/07/22,2,HRT4,gotrip,,Cancelled,28500,11400
Jul092214262HRT411,14262,02/07/22,09/07/22,10/07/22,2,HRT4,others,,Checked Out,28500,28500
Jul092214262HRT412,14262,04/07/22,09/07/22,11/07/22,2,HRT4,Booker,4,Checked Out,28500,28500
Jul092214262HRT413,14262,02/07/22,09/07/22,13/07/22,2,HRT4,others,5,Checked Out,28500,28500
Jul092214263HRT11,14263,08/07/22,09/07/22,11/07/22,1,HRT1,Makeyourtrip,,No Show,9750,9750
Jul092214263HRT12,14263,09/07/22,09/07/22,10/07/22,1,HRT1,direct online,,Checked Out,9750,9750
Jul092214263HRT13,14263,07/07/22,09/07/22,10/07/22,1,HRT1,direct offline,4,Checked Out,9750,9750
Jul092214263HRT14,14263,08/07/22,09/07/22,10/07/22,1,HRT1,others,,Checked Out,9750,9750
Jul092214263HRT15,14263,08/07/22,09/07/22,15/07/22,1,HRT1,Travelex,,Checked Out,9750,9750
Jul092214263HRT16,14263,08/07/22,09/07/22,10/07/22,3,HRT1,others,4,Checked Out,10725,10725
Jul092214263HRT17,14263,07/07/22,09/07/22,10/07/22,2,HRT1,Travelex,,No Show,9750,9750
Jul092214263HRT18,14263,09/07/22,09/07/22,11/07/22,2,HRT1,gotrip,3,Checked Out,9750,9750
Jul092214263HRT19,14263,09/07/22,09/07/22,10/07/22,1,HRT1,Makeyourtrip,,Checked Out,9750,9750
Jul092214263HRT110,14263,08/07/22,09/07/22,10/07/22,1,HRT1,direct offline,,Cancelled,9750,3900
Jul092214263HRT111,14263,07/07/22,09/07/22,10/07/22,2,HRT1,others,,Checked Out,9750,9750
Jul092214263HRT112,14263,04/07/22,09/07/22,11/07/22,1,HRT1,Makeyourtrip,2,Checked Out,9750,9750
Jul092214263HRT113,14263,15/06/22,09/07/22,10/07/22,1,HRT1,Travelex,,Checked Out,9750,9750
Jul092214263HRT114,14263,08/07/22,09/07/22,10/07/22,1,HRT1,direct online,,Cancelled,9750,3900
Jul092214263HRT115,14263,03/07/22,09/07/22,10/07/22,2,HRT1,Makeyourtrip,3,Checked Out,9750,9750
Jul092214263HRT116,14263,07/07/22,09/07/22,11/07/22,1,HRT1,Makeyourtrip,,Checked Out,9750,9750
Jul092214263HRT117,14263,09/07/22,09/07/22,10/07/22,1,HRT1,Travelex,,Cancelled,9750,3900
Jul092214263HRT118,14263,08/07/22,09/07/22,10/07/22,1,HRT1,Makeyourtrip,3,Checked Out,9750,9750
Jul092214263HRT119,14263,05/07/22,09/07/22,10/07/22,1,HRT1,gotrip,,Cancelled,9750,3900
Jul092214263HRT120,14263,09/07/22,09/07/22,10/07/22,1,HRT1,others,3,Checked Out,9750,9750
Jul092214263HRT121,14263,07/07/22,09/07/22,10/07/22,3,HRT1,Makeyourtrip,3,Checked Out,10725,10725
Jul092214263HRT122,14263,08/07/22,09/07/22,10/07/22,1,HRT1,Makeyourtrip,3,Checked Out,9750,9750
Jul092214263HRT123,14263,07/07/22,09/07/22,11/07/22,1,HRT1,direct online,3,Checked Out,9750,9750
Jul092214263HRT21,14263,06/07/22,09/07/22,10/07/22,1,HRT2,gotrip,3,Checked Out,13500,13500
Jul092214263HRT22,14263,08/07/22,09/07/22,11/07/22,1,HRT2,Booker,,Checked Out,13500,13500
Jul092214263HRT23,14263,08/07/22,09/07/22,10/07/22,3,HRT2,others,4,Checked Out,14850,14850
Jul092214263HRT24,14263,09/07/22,09/07/22,10/07/22,1,HRT2,others,3,Checked Out,13500,13500
Jul092214263HRT25,14263,09/07/22,09/07/22,10/07/22,1,HRT2,others,2,Checked Out,13500,13500
Jul092214263HRT26,14263,08/07/22,09/07/22,10/07/22,1,HRT2,others,3,Checked Out,13500,13500
Jul092214263HRT27,14263,07/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,3,Checked Out,13500,13500
Jul092214263HRT28,14263,08/07/22,09/07/22,11/07/22,1,HRT2,direct online,2,Checked Out,13500,13500
Jul092214263HRT29,14263,02/07/22,09/07/22,12/07/22,4,HRT2,direct online,,Checked Out,16200,16200
Jul092214263HRT210,14263,09/07/22,09/07/22,12/07/22,1,HRT2,others,3,Checked Out,13500,13500
Jul092214263HRT211,14263,08/07/22,09/07/22,11/07/22,1,HRT2,Makeyourtrip,3,Checked Out,13500,13500
Jul092214263HRT212,14263,09/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,5,Checked Out,13500,13500
Jul092214263HRT213,14263,09/07/22,09/07/22,10/07/22,1,HRT2,others,,Cancelled,13500,5400
Jul092214263HRT214,14263,19/06/22,09/07/22,11/07/22,1,HRT2,direct online,3,Checked Out,13500,13500
Jul092214263HRT215,14263,09/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,,Cancelled,13500,5400
Jul092214263HRT216,14263,09/07/22,09/07/22,11/07/22,1,HRT2,Makeyourtrip,,Checked Out,13500,13500
Jul092214263HRT217,14263,05/07/22,09/07/22,10/07/22,1,HRT2,others,,Checked Out,13500,13500
Jul092214263HRT218,14263,05/07/22,09/07/22,10/07/22,1,HRT2,others,2,Checked Out,13500,13500
Jul092214263HRT219,14263,08/07/22,09/07/22,12/07/22,4,HRT2,others,,Checked Out,16200,16200
Jul092214263HRT220,14263,07/07/22,09/07/22,12/07/22,1,HRT2,Makeyourtrip,3,Checked Out,13500,13500
Jul092214263HRT221,14263,09/07/22,09/07/22,11/07/22,1,HRT2,Makeyourtrip,,Checked Out,13500,13500
Jul092214263HRT222,14263,05/07/22,09/07/22,13/07/22,1,HRT2,direct online,,Cancelled,13500,5400
Jul092214263HRT223,14263,06/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,,Cancelled,13500,5400
Jul092214263HRT224,14263,08/07/22,09/07/22,12/07/22,1,HRT2,Makeyourtrip,,Checked Out,13500,13500
Jul092214263HRT225,14263,05/07/22,09/07/22,10/07/22,1,HRT2,gotrip,3,Checked Out,13500,13500
Jul092214263HRT226,14263,04/07/22,09/07/22,10/07/22,1,HRT2,direct online,1,Checked Out,13500,13500
Jul092214263HRT227,14263,08/07/22,09/07/22,12/07/22,1,HRT2,others,3,Checked Out,13500,13500
Jul092214263HRT228,14263,08/07/22,09/07/22,10/07/22,1,HRT2,Booker,,Checked Out,13500,13500
Jul092214263HRT229,14263,08/07/22,09/07/22,11/07/22,1,HRT2,others,,Cancelled,13500,5400
Jul092214263HRT230,14263,05/07/22,09/07/22,10/07/22,1,HRT2,others,,Cancelled,13500,5400
Jul092214263HRT231,14263,09/07/22,09/07/22,10/07/22,1,HRT2,Booker,2,Checked Out,13500,13500
Jul092214263HRT31,14263,08/07/22,09/07/22,15/07/22,1,HRT3,others,2,Checked Out,18000,18000
Jul092214263HRT32,14263,08/07/22,09/07/22,10/07/22,1,HRT3,Makeyourtrip,,Checked Out,18000,18000
Jul092214263HRT33,14263,08/07/22,09/07/22,10/07/22,1,HRT3,direct online,3,Checked Out,18000,18000
Jul092214263HRT34,14263,09/07/22,09/07/22,11/07/22,1,HRT3,Makeyourtrip,,Checked Out,18000,18000
Jul092214263HRT35,14263,07/07/22,09/07/22,10/07/22,4,HRT3,others,,No Show,21600,21600
Jul092214263HRT36,14263,04/07/22,09/07/22,10/07/22,1,HRT3,others,4,Checked Out,18000,18000
Jul092214263HRT37,14263,05/07/22,09/07/22,11/07/22,2,HRT3,others,,Checked Out,18000,18000
Jul092214263HRT38,14263,09/07/22,09/07/22,12/07/22,2,HRT3,others,3,Checked Out,18000,18000
Jul092214263HRT39,14263,09/07/22,09/07/22,10/07/22,2,HRT3,others,,Cancelled,18000,7200
Jul092214263HRT310,14263,09/07/22,09/07/22,12/07/22,1,HRT3,others,5,Checked Out,18000,18000
Jul092214263HRT311,14263,08/07/22,09/07/22,14/07/22,1,HRT3,Booker,3,Checked Out,18000,18000
Jul092214263HRT312,14263,08/07/22,09/07/22,10/07/22,1,HRT3,direct online,4,Checked Out,18000,18000
Jul092214263HRT313,14263,09/07/22,09/07/22,10/07/22,1,HRT3,Makeyourtrip,3,Checked Out,18000,18000
Jul092214263HRT314,14263,08/07/22,09/07/22,10/07/22,1,HRT3,Makeyourtrip,3,Checked Out,18000,18000
Jul092214263HRT315,14263,09/07/22,09/07/22,13/07/22,2,HRT3,others,,Cancelled,18000,7200
Jul092214263HRT316,14263,08/07/22,09/07/22,10/07/22,3,HRT3,direct online,3,Checked Out,19800,19800
Jul092214263HRT317,14263,09/07/22,09/07/22,11/07/22,1,HRT3,others,3,Checked Out,18000,18000
Jul092214263HRT318,14263,15/06/22,09/07/22,10/07/22,1,HRT3,direct online,3,Checked Out,18000,18000
Jul092214263HRT319,14263,07/07/22,09/07/22,10/07/22,4,HRT3,Makeyourtrip,,Checked Out,21600,21600
Jul092214263HRT320,14263,18/06/22,09/07/22,11/07/22,1,HRT3,direct online,3,Checked Out,18000,18000
Jul092214263HRT321,14263,05/07/22,09/07/22,11/07/22,1,HRT3,others,3,Checked Out,18000,18000
Jul092214263HRT41,14263,09/07/22,09/07/22,10/07/22,4,HRT4,others,1,Checked Out,34200,34200
Jul092214263HRT42,14263,08/07/22,09/07/22,10/07/22,4,HRT4,gotrip,3,Checked Out,34200,34200
Jul092214263HRT43,14263,09/07/22,09/07/22,11/07/22,2,HRT4,direct online,,Cancelled,28500,11400
Jul092214263HRT44,14263,08/07/22,09/07/22,10/07/22,4,HRT4,Makeyourtrip,3,Checked Out,34200,34200
Jul092214263HRT45,14263,08/07/22,09/07/22,10/07/22,1,HRT4,others,,Cancelled,28500,11400
Jul092212264HRT11,12264,05/07/22,09/07/22,11/07/22,2,HRT1,Travelex,,Cancelled,11050,4420
Jul092212264HRT12,12264,09/07/22,09/07/22,10/07/22,1,HRT1,others,,Checked Out,11050,11050
Jul092212264HRT13,12264,08/07/22,09/07/22,10/07/22,1,HRT1,direct offline,,Cancelled,11050,4420
Jul092212264HRT14,12264,09/07/22,09/07/22,12/07/22,1,HRT1,others,,Checked Out,11050,11050
Jul092212264HRT15,12264,07/07/22,09/07/22,12/07/22,1,HRT1,others,,Cancelled,11050,4420
Jul092212264HRT16,12264,09/07/22,09/07/22,10/07/22,1,HRT1,Makeyourtrip,3,Checked Out,11050,11050
Jul092212264HRT17,12264,08/07/22,09/07/22,10/07/22,1,HRT1,others,,Checked Out,11050,11050
Jul092212264HRT18,12264,07/07/22,09/07/22,10/07/22,4,HRT1,others,3,Checked Out,13260,13260
Jul092212264HRT19,12264,09/07/22,09/07/22,10/07/22,2,HRT1,Makeyourtrip,,Cancelled,11050,4420
Jul092212264HRT110,12264,08/07/22,09/07/22,12/07/22,4,HRT1,gotrip,2,Checked Out,13260,13260
Jul092212264HRT21,12264,09/07/22,09/07/22,10/07/22,1,HRT2,gotrip,2,Checked Out,15300,15300
Jul092212264HRT22,12264,08/07/22,09/07/22,10/07/22,2,HRT2,Makeyourtrip,1,Checked Out,15300,15300
Jul092212264HRT23,12264,07/07/22,09/07/22,10/07/22,2,HRT2,others,3,Checked Out,15300,15300
Jul092212264HRT24,12264,18/06/22,09/07/22,10/07/22,2,HRT2,others,2,Checked Out,15300,15300
Jul092212264HRT25,12264,09/07/22,09/07/22,11/07/22,1,HRT2,others,2,Checked Out,15300,15300
Jul092212264HRT26,12264,08/07/22,09/07/22,10/07/22,1,HRT2,Booker,,Checked Out,15300,15300
Jul092212264HRT27,12264,07/07/22,09/07/22,10/07/22,1,HRT2,others,2,Checked Out,15300,15300
Jul092212264HRT28,12264,03/07/22,09/07/22,15/07/22,2,HRT2,Booker,,Checked Out,15300,15300
Jul092212264HRT29,12264,09/07/22,09/07/22,11/07/22,4,HRT2,Makeyourtrip,3,Checked Out,18360,18360
Jul092212264HRT210,12264,09/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,,Cancelled,15300,6120
Jul092212264HRT211,12264,05/07/22,09/07/22,15/07/22,1,HRT2,Booker,,No Show,15300,15300
Jul092212264HRT212,12264,08/07/22,09/07/22,12/07/22,1,HRT2,others,,Cancelled,15300,6120
Jul092212264HRT213,12264,06/07/22,09/07/22,10/07/22,1,HRT2,Makeyourtrip,,No Show,15300,15300
Jul092212264HRT214,12264,08/07/22,09/07/22,12/07/22,1,HRT2,direct offline,,Checked Out,15300,15300
Jul092212264HRT215,12264,09/07/22,09/07/22,11/07/22,2,HRT2,Booker,4,Checked Out,15300,15300
Jul092212264HRT216,12264,06/07/22,09/07/22,10/07/22,4,HRT2,Makeyourtrip,,Cancelled,18360,7344
Jul092212264HRT217,12264,05/07/22,09/07/22,10/07/22,1,HRT2,others,1,Checked Out,15300,15300
Jul092212264HRT218,12264,09/07/22,09/07/22,10/07/22,1,HRT2,others,2,Checked Out,15300,15300
Jul092212264HRT219,12264,09/07/22,09/07/22,12/07/22,1,HRT2,others,,Cancelled,15300,6120
Jul092212264HRT220,12264,08/07/22,09/07/22,10/07/22,2,HRT2,others,1,Checked Out,15300,15300
Jul092212264HRT221,12264,09/07/22,09/07/22,11/07/22,4,HRT2,Travelex,,Checked Out,18360,18360
Jul092212264HRT222,12264,08/07/22,09/07/22,11/07/22,4,HRT2,Booker,,Cancelled,18360,7344
Jul092212264HRT223,12264,09/07/22,09/07/22,10/07/22,2,HRT2,direct online,,Checked Out,15300,15300
Jul092212264HRT224,12264,06/07/22,09/07/22,10/07/22,1,HRT2,direct online,,Cancelled,15300,6120
Jul092212264HRT225,12264,06/07/22,09/07/22,15/07/22,1,HRT2,others,1,Checked Out,15300,15300
Jul092212264HRT226,12264,08/07/22,09/07/22,12/07/22,1,HRT2,gotrip,,Cancelled,15300,6120
Jul092212264HRT31,12264,09/07/22,09/07/22,11/07/22,1,HRT3,Travelex,2,Checked Out,20400,20400
Jul092212264HRT32,12264,07/07/22,09/07/22,10/07/22,1,HRT3,direct online,,Checked Out,20400,20400
Jul092212264HRT33,12264,08/07/22,09/07/22,10/07/22,1,HRT3,others,3,Checked Out,20400,20400
Jul092212264HRT34,12264,09/07/22,09/07/22,10/07/22,1,HRT3,Makeyourtrip,2,Checked Out,20400,20400
Jul092212264HRT35,12264,09/07/22,09/07/22,11/07/22,2,HRT3,direct offline,,Cancelled,20400,8160
Jul092212264HRT36,12264,09/07/22,09/07/22,10/07/22,3,HRT3,Booker,3,Checked Out,22440,22440
Jul092212264HRT37,12264,09/07/22,09/07/22,11/07/22,2,HRT3,others,,Checked Out,20400,20400
Jul092212264HRT38,12264,09/07/22,09/07/22,11/07/22,1,HRT3,gotrip,,Checked Out,20400,20400
Jul092212264HRT39,12264,02/07/22,09/07/22,11/07/22,1,HRT3,Travelex,2,Checked Out,20400,20400
Jul092212264HRT310,12264,07/07/22,09/07/22,10/07/22,5,HRT3,others,,Checked Out,26520,26520
Jul092212264HRT311,12264,06/07/22,09/07/22,11/07/22,1,HRT3,direct online,,Cancelled,20400,8160
Jul092212264HRT312,12264,06/07/22,09/07/22,12/07/22,1,HRT3,Makeyourtrip,,Checked Out,20400,20400
Jul092212264HRT313,12264,07/07/22,09/07/22,11/07/22,2,HRT3,others,,Cancelled,20400,8160
Jul092212264HRT314,12264,09/07/22,09/07/22,11/07/22,1,HRT3,others,,Cancelled,20400,8160
Jul092212264HRT315,12264,08/07/22,09/07/22,13/07/22,1,HRT3,others,,Cancelled,20400,8160
Jul092212264HRT316,12264,09/07/22,09/07/22,11/07/22,1,HRT3,others,,Checked Out,20400,20400
Jul092212264HRT317,12264,09/07/22,09/07/22,11/07/22,4,HRT3,direct offline,,Cancelled,24480,9792
Jul092212264HRT41,12264,08/07/22,09/07/22,10/07/22,1,HRT4,Makeyourtrip,5,Checked Out,32300,32300
Jul092212264HRT42,12264,09/07/22,09/07/22,10/07/22,1,HRT4,gotrip,,Checked Out,32300,32300
Jul092212264HRT43,12264,08/07/22,09/07/22,10/07/22,1,HRT4,others,,Checked Out,32300,32300
Jul092212264HRT44,12264,04/07/22,09/07/22,11/07/22,3,HRT4,direct online,,Cancelled,35530,14212
Jul092212264HRT45,12264,08/07/22,09/07/22,10/07/22,1,HRT4,Makeyourtrip,1,Checked Out,32300,32300
Jul092212264HRT46,12264,09/07/22,09/07/22,10/07/22,1,HRT4,others,,No Show,32300,32300
Jul092212264HRT47,12264,09/07/22,09/07/22,11/07/22,1,HRT4,gotrip,,Checked Out,32300,32300
Jul092212264HRT48,12264,08/07/22,09/07/22,10/07/22,1,HRT4,others,,Cancelled,32300,12920
Jul092212264HRT49,12264,09/07/22,09/07/22,12/07/22,6,HRT4,others,2,Checked Out,45220,45220
Jul092212264HRT410,12264,09/07/22,09/07/22,10/07/22,1,HRT4,others,,Checked Out,32300,32300
Jul092212264HRT411,12264,05/07/22,09/07/22,10/07/22,1,HRT4,Booker,4,Checked Out,32300,32300
Jul102211258HRT11,11258,10/07/22,10/07/22,11/07/22,2,HRT1,Makeyourtrip,,Checked Out,9100,9100
Jul102211258HRT12,11258,07/07/22,10/07/22,11/07/22,2,HRT1,Makeyourtrip,,No Show,9100,9100
Jul102211258HRT13,11258,05/07/22,10/07/22,11/07/22,2,HRT1,Makeyourtrip,,Cancelled,9100,3640
Jul102211258HRT14,11258,19/06/22,10/07/22,11/07/22,2,HRT1,others,,Checked Out,9100,9100
Jul102211258HRT15,11258,05/07/22,10/07/22,11/07/22,2,HRT1,others,,Checked Out,9100,9100
Jul102211258HRT16,11258,05/07/22,10/07/22,15/07/22,2,HRT1,others,4,Checked Out,9100,9100
Jul102211258HRT17,11258,09/07/22,10/07/22,11/07/22,2,HRT1,others,,Cancelled,9100,3640
Jul102211258HRT18,11258,19/06/22,10/07/22,14/07/22,2,HRT1,others,5,Checked Out,9100,9100
Jul102211258HRT19,11258,08/07/22,10/07/22,11/07/22,2,HRT1,direct online,,Cancelled,9100,3640
Jul102211258HRT110,11258,05/07/22,10/07/22,12/07/22,2,HRT1,gotrip,,Checked Out,9100,9100
Jul102211258HRT111,11258,07/07/22,10/07/22,11/07/22,2,HRT1,Travelex,,No Show,9100,9100
Jul102211258HRT112,11258,04/07/22,10/07/22,16/07/22,2,HRT1,others,,Cancelled,9100,3640
Jul102211258HRT113,11258,08/07/22,10/07/22,11/07/22,2,HRT1,others,,Cancelled,9100,3640
Jul102211258HRT114,11258,04/07/22,10/07/22,12/07/22,1,HRT1,gotrip,,Checked Out,9100,9100
Jul102211258HRT115,11258,07/07/22,10/07/22,11/07/22,2,HRT1,Booker,5,Checked Out,9100,9100
Jul102211258HRT116,11258,05/07/22,10/07/22,12/07/22,3,HRT1,Makeyourtrip,5,Checked Out,10010,10010
Jul102211258HRT117,11258,07/07/22,10/07/22,12/07/22,2,HRT1,Makeyourtrip,4,Checked Out,9100,9100
Jul102211258HRT118,11258,06/07/22,10/07/22,11/07/22,3,HRT1,others,,Checked Out,10010,10010
Jul102211258HRT119,11258,08/07/22,10/07/22,15/07/22,2,HRT1,others,5,Checked Out,9100,9100
Jul102211258HRT21,11258,05/07/22,10/07/22,11/07/22,3,HRT2,Makeyourtrip,4,Checked Out,13860,13860
Jul102211258HRT22,11258,05/07/22,10/07/22,11/07/22,2,HRT2,others,,Checked Out,12600,12600
Jul102211258HRT23,11258,07/07/22,10/07/22,15/07/22,4,HRT2,others,,Cancelled,15120,6048
Jul102211258HRT24,11258,09/07/22,10/07/22,11/07/22,2,HRT2,Makeyourtrip,,No Show,12600,12600
Jul102211258HRT25,11258,05/07/22,10/07/22,11/07/22,3,HRT2,Booker,5,Checked Out,13860,13860
Jul102211258HRT26,11258,07/07/22,10/07/22,11/07/22,2,HRT2,Travelex,5,Checked Out,12600,12600
Jul102211258HRT27,11258,08/07/22,10/07/22,11/07/22,2,HRT2,gotrip,5,Checked Out,12600,12600
Jul102211258HRT28,11258,05/07/22,10/07/22,11/07/22,2,HRT2,others,5,Checked Out,12600,12600
Jul102211258HRT29,11258,07/07/22,10/07/22,11/07/22,1,HRT2,others,,Cancelled,12600,5040
Jul102211258HRT210,11258,07/07/22,10/07/22,11/07/22,2,HRT2,others,4,Checked Out,12600,12600
Jul102211258HRT211,11258,08/07/22,10/07/22,14/07/22,2,HRT2,others,,Checked Out,12600,12600
Jul102211258HRT212,11258,05/07/22,10/07/22,11/07/22,2,HRT2,gotrip,,Cancelled,12600,5040
Jul102211258HRT213,11258,10/07/22,10/07/22,11/07/22,4,HRT2,gotrip,,Checked Out,15120,15120
Jul102211258HRT214,11258,10/07/22,10/07/22,15/07/22,3,HRT2,others,,Checked Out,13860,13860
Jul102211258HRT215,11258,07/07/22,10/07/22,11/07/22,2,HRT2,Booker,4,Checked Out,12600,12600
Jul102211258HRT216,11258,07/07/22,10/07/22,16/07/22,2,HRT2,Travelex,5,Checked Out,12600,12600
Jul102211258HRT217,11258,06/07/22,10/07/22,11/07/22,1,HRT2,others,,Checked Out,12600,12600
Jul102211258HRT218,11258,05/07/22,10/07/22,11/07/22,3,HRT2,others,,Checked Out,13860,13860
Jul102211258HRT219,11258,06/07/22,10/07/22,11/07/22,2,HRT2,others,,Checked Out,12600,12600
Jul102211258HRT220,11258,05/07/22,10/07/22,11/07/22,3,HRT2,Makeyourtrip,,Checked Out,13860,13860
Jul102211258HRT31,11258,06/07/22,10/07/22,16/07/22,2,HRT3,others,,Checked Out,16800,16800
Jul102211258HRT32,11258,04/07/22,10/07/22,13/07/22,2,HRT3,others,,Checked Out,16800,16800
Jul102211258HRT33,11258,05/07/22,10/07/22,11/07/22,2,HRT3,Makeyourtrip,5,Checked Out,16800,16800
Jul102211258HRT34,11258,05/07/22,10/07/22,16/07/22,2,HRT3,gotrip,4,Checked Out,16800,16800
Jul102211258HRT35,11258,16/06/22,10/07/22,16/07/22,3,HRT3,gotrip,,Cancelled,18480,7392
Jul102211258HRT36,11258,05/07/22,10/07/22,12/07/22,1,HRT3,others,5,Checked Out,16800,16800
Jul102211258HRT37,11258,09/07/22,10/07/22,12/07/22,6,HRT3,Makeyourtrip,,Cancelled,23520,9408
Jul102211258HRT38,11258,07/07/22,10/07/22,11/07/22,2,HRT3,Makeyourtrip,,Checked Out,16800,16800
Jul102211258HRT41,11258,08/07/22,10/07/22,11/07/22,2,HRT4,Makeyourtrip,,Cancelled,26600,10640
Jul102211258HRT42,11258,07/07/22,10/07/22,15/07/22,2,HRT4,others,,Checked Out,26600,26600
Jul102211258HRT43,11258,03/07/22,10/07/22,11/07/22,2,HRT4,gotrip,,Checked Out,26600,26600
Jul102211259HRT11,11259,09/07/22,10/07/22,14/07/22,3,HRT1,gotrip,2,Checked Out,12155,12155
Jul102211259HRT12,11259,08/07/22,10/07/22,11/07/22,2,HRT1,others,4,Checked Out,11050,11050
Jul102211259HRT13,11259,05/07/22,10/07/22,11/07/22,1,HRT1,direct online,,Cancelled,11050,4420
Jul102211259HRT14,11259,05/07/22,10/07/22,11/07/22,4,HRT1,gotrip,,Checked Out,13260,13260
Jul102211259HRT15,11259,06/07/22,10/07/22,15/07/22,2,HRT1,Travelex,,Checked Out,11050,11050
Jul102211259HRT16,11259,09/07/22,10/07/22,11/07/22,2,HRT1,direct offline,5,Checked Out,11050,11050
Jul102211259HRT17,11259,07/07/22,10/07/22,15/07/22,4,HRT1,Makeyourtrip,,Checked Out,13260,13260
Jul102211259HRT18,11259,05/07/22,10/07/22,12/07/22,3,HRT1,others,4,Checked Out,12155,12155
Jul102211259HRT19,11259,20/06/22,10/07/22,15/07/22,2,HRT1,others,5,Checked Out,11050,11050
Jul102211259HRT110,11259,07/07/22,10/07/22,12/07/22,2,HRT1,Makeyourtrip,,Checked Out,11050,11050
Jul102211259HRT111,11259,08/07/22,10/07/22,12/07/22,1,HRT1,direct online,,Checked Out,11050,11050
Jul102211259HRT112,11259,09/07/22,10/07/22,16/07/22,2,HRT1,direct online,,Checked Out,11050,11050
Jul102211259HRT113,11259,06/07/22,10/07/22,11/07/22,2,HRT1,Makeyourtrip,,Cancelled,11050,4420
Jul102211259HRT114,11259,08/07/22,10/07/22,11/07/22,2,HRT1,others,,Checked Out,11050,11050
Jul102211259HRT115,11259,04/07/22,10/07/22,15/07/22,2,HRT1,Booker,,Checked Out,11050,11050
Jul102211259HRT116,11259,08/07/22,10/07/22,15/07/22,1,HRT1,direct online,3,Checked Out,11050,11050
Jul102211259HRT117,11259,04/07/22,10/07/22,16/07/22,1,HRT1,Travelex,,Cancelled,11050,4420
Jul102211259HRT118,11259,05/07/22,10/07/22,15/07/22,2,HRT1,direct online,3,Checked Out,11050,11050
Jul102211259HRT119,11259,05/07/22,10/07/22,11/07/22,2,HRT1,direct online,5,Checked Out,11050,11050
Jul102211259HRT120,11259,07/07/22,10/07/22,11/07/22,2,HRT1,direct offline,,Cancelled,11050,4420
Jul102211259HRT121,11259,08/07/22,10/07/22,12/07/22,1,HRT1,others,,Cancelled,11050,4420
Jul102211259HRT122,11259,07/07/22,10/07/22,15/07/22,2,HRT1,Travelex,5,Checked Out,11050,11050
Jul102211259HRT123,11259,07/07/22,10/07/22,15/07/22,1,HRT1,Makeyourtrip,,Cancelled,11050,4420
Jul102211259HRT124,11259,08/07/22,10/07/22,12/07/22,3,HRT1,Makeyourtrip,5,Checked Out,12155,12155
Jul102211259HRT125,11259,07/07/22,10/07/22,11/07/22,4,HRT1,direct online,,Cancelled,13260,5304
Jul102211259HRT126,11259,08/07/22,10/07/22,12/07/22,3,HRT1,Makeyourtrip,5,Checked Out,12155,12155
Jul102211259HRT21,11259,05/07/22,10/07/22,13/07/22,2,HRT2,Travelex,4,Checked Out,15300,15300
